OID,FID,COUNT,AREA,MAX
-1,3965,2,0.500000000000000,0.066999912261963
-1,3967,1,0.250000000000000,0.048200011253357
-1,3984,4,1.000000000000000,0.126769185066223
-1,3985,2,0.500000000000000,0.077769160270691
-1,3993,3,0.750000000000000,0.049000024795532
-1,3994,1,0.250000000000000,0.040000081062317
-1,3998,1,0.250000000000000,0.046833276748657
-1,4003,6,1.500000000000000,0.085000038146973
-1,4004,1,0.250000000000000,0.053688958287239
-1,4019,2,0.500000000000000,0.061666607856750
-1,4025,1,0.250000000000000,0.057181835174561
-1,4058,1,0.250000000000000,0.052000045776367
-1,4101,1,0.250000000000000,0.091769218444824
-1,4102,2,0.500000000000000,0.099769234657288
-1,4106,1,0.250000000000000,0.078999996185303
-1,4113,2,0.500000000000000,0.058026671409607
-1,4121,1,0.250000000000000,0.059999942779541
-1,4122,1,0.250000000000000,0.072999954223633
-1,4135,5,1.250000000000000,0.065999984741211
-1,4139,2,0.500000000000000,0.147957086563110
-1,4141,3,0.750000000000000,0.062999963760376
-1,4147,2,0.500000000000000,0.075000047683716
-1,4161,2,0.500000000000000,0.084999918937683
-1,4175,1,0.250000000000000,0.044999957084656
-1,4180,9,2.250000000000000,0.108248911798000
-1,4185,2,0.500000000000000,0.044142007827759
-1,4187,6,1.500000000000000,0.095417782664299
-1,4188,7,1.750000000000000,0.097273267805576
-1,4192,6,1.500000000000000,0.133546203374863
-1,4193,5,1.250000000000000,0.101189225912094
-1,4223,2,0.500000000000000,0.063000082969666
-1,4226,3,0.750000000000000,0.057417750358582
-1,4229,2,0.500000000000000,0.059038519859314
-1,4233,7,1.750000000000000,0.064000010490417
-1,4236,1,0.250000000000000,0.049999952316284
-1,4237,1,0.250000000000000,0.092000007629395
-1,4238,9,2.250000000000000,0.080000042915344
-1,4242,4,1.000000000000000,0.065000057220459
-1,4245,2,0.500000000000000,0.045440554618835
-1,4248,2,0.500000000000000,0.044035315513611
-1,4259,1,0.250000000000000,0.041226267814636
-1,4263,2,0.500000000000000,0.050999999046326
-1,4272,2,0.500000000000000,0.049000024795532
-1,4274,2,0.500000000000000,0.044000029563904
-1,4276,1,0.250000000000000,0.047000050544739
-1,4288,3,0.750000000000000,0.062000036239624
-1,4291,1,0.250000000000000,0.047999978065491
-1,4292,6,1.500000000000000,0.072999954223633
-1,4294,1,0.250000000000000,0.040000081062317
-1,4296,1,0.250000000000000,0.046999931335449
-1,4299,2,0.500000000000000,0.050000071525574
-1,4300,1,0.250000000000000,0.096579670906067
-1,4301,6,1.500000000000000,0.136000037193298
-1,4302,2,0.500000000000000,0.072000026702881
-1,4303,1,0.250000000000000,0.054953455924988
-1,4304,1,0.250000000000000,0.040759325027466
-1,4306,1,0.250000000000000,0.044766664505005
-1,4307,2,0.500000000000000,0.052000045776367
-1,4311,11,2.750000000000000,0.137169480323792
-1,4312,10,2.500000000000000,0.164169549942017
-1,4313,9,2.250000000000000,0.157169580459595
-1,4314,6,1.500000000000000,0.102169513702393
-1,4315,5,1.250000000000000,0.075169563293457
-1,4316,6,1.500000000000000,0.082169532775879
-1,4317,4,1.000000000000000,0.175169587135315
-1,4318,5,1.250000000000000,0.095169544219971
-1,4319,2,0.500000000000000,0.074169516563416
-1,4320,5,1.250000000000000,0.092169523239136
-1,4321,4,1.000000000000000,0.085169553756714
-1,4323,6,1.500000000000000,0.082169532775879
-1,4325,1,0.250000000000000,0.052169561386108
-1,4326,6,1.500000000000000,0.108169555664063
-1,4327,5,1.250000000000000,0.067169547080994
-1,4338,1,0.250000000000000,0.061169505119324
-1,4342,3,0.750000000000000,0.069000005722046
-1,4346,1,0.250000000000000,0.141999959945679
-1,4353,2,0.500000000000000,0.055000066757202
-1,4355,1,0.250000000000000,0.047888875007629
-1,4357,1,0.250000000000000,0.067000031471252
-1,4362,1,0.250000000000000,0.044833302497864
-1,4364,1,0.250000000000000,0.088999986648560
-1,4366,4,1.000000000000000,0.105833292007446
-1,4367,1,0.250000000000000,0.054833292961121
-1,4368,3,0.750000000000000,0.071833372116089
-1,4369,3,0.750000000000000,0.090833306312561
-1,4370,7,1.750000000000000,0.105833292007446
-1,4371,4,1.000000000000000,0.086833357810974
-1,4372,3,0.750000000000000,0.076833367347717
-1,4374,2,0.500000000000000,0.044000029563904
-1,4375,6,1.500000000000000,0.103000044822693
-1,4376,4,1.000000000000000,0.070000052452087
-1,4377,5,1.250000000000000,0.068000078201294
-1,4378,5,1.250000000000000,0.072000026702881
-1,4379,4,1.000000000000000,0.085000038146973
-1,4384,1,0.250000000000000,0.045000076293945
-1,4398,1,0.250000000000000,0.044000029563904
-1,4399,8,2.000000000000000,0.090999960899353
-1,4400,5,1.250000000000000,0.057999968528748
-1,4401,8,2.000000000000000,0.121000051498413
-1,4402,8,2.000000000000000,0.075000047683716
-1,4403,3,0.750000000000000,0.047999978065491
-1,4404,4,1.000000000000000,0.080000042915344
-1,4405,2,0.500000000000000,0.080000042915344
-1,4406,2,0.500000000000000,0.049999952316284
-1,4407,4,1.000000000000000,0.095000028610229
-1,4408,2,0.500000000000000,0.054999947547913
-1,4409,6,1.500000000000000,0.064999938011169
-1,4410,1,0.250000000000000,0.052000045776367
-1,4412,5,1.250000000000000,0.118999958038330
-1,4418,1,0.250000000000000,0.052999973297119
-1,4422,1,0.250000000000000,0.046000003814697
-1,4425,2,0.500000000000000,0.041169524192810
-1,4426,1,0.250000000000000,0.089999914169312
-1,4427,3,0.750000000000000,0.071000099182129
-1,4429,6,1.500000000000000,0.077783346176147
-1,4430,4,1.000000000000000,0.062000036239624
-1,4431,4,1.000000000000000,0.067999958992004
-1,4434,4,1.000000000000000,0.043900012969971
-1,4477,7,1.750000000000000,0.131169557571411
-1,4483,1,0.250000000000000,0.042392849922180
-1,4487,2,0.500000000000000,0.043088197708130
-1,4495,2,0.500000000000000,0.116706550121307
-1,4496,3,0.750000000000000,0.081999897956848
-1,4500,1,0.250000000000000,0.072022795677185
-1,4501,2,0.500000000000000,0.164229154586792
-1,4505,1,0.250000000000000,0.165000081062317
-1,4515,1,0.250000000000000,0.053999900817871
-1,4520,9,2.250000000000000,0.094546139240265
-1,4525,1,0.250000000000000,0.059999942779541
-1,4528,3,0.750000000000000,0.060230731964111
-1,4529,1,0.250000000000000,0.063087940216064
-1,4535,8,2.000000000000000,0.088050842285156
-1,4538,10,2.500000000000000,0.132769227027893
-1,4539,2,0.500000000000000,0.058000087738037
-1,4541,7,1.750000000000000,0.156769156455994
-1,4547,2,0.500000000000000,0.046769142150879
-1,4549,5,1.250000000000000,0.102769136428833
-1,4553,4,1.000000000000000,0.072342872619629
-1,4554,2,0.500000000000000,0.069704532623291
-1,4555,1,0.250000000000000,0.042000055313110
-1,4556,1,0.250000000000000,0.040000081062317
-1,4557,3,0.750000000000000,0.063000082969666
-1,4560,6,1.500000000000000,0.075999975204468
-1,4561,1,0.250000000000000,0.043898582458496
-1,4565,3,0.750000000000000,0.055673480033875
-1,4567,1,0.250000000000000,0.044999957084656
-1,4568,1,0.250000000000000,0.055454492568970
-1,4569,1,0.250000000000000,0.060454487800598
-1,4570,1,0.250000000000000,0.043454527854919
-1,4571,3,0.750000000000000,0.197564721107483
-1,4572,2,0.500000000000000,0.141564726829529
-1,4574,3,0.750000000000000,0.076564669609070
-1,4576,3,0.750000000000000,0.143000006675720
-1,4578,2,0.500000000000000,0.087564706802368
-1,4579,3,0.750000000000000,0.101999998092651
-1,4583,1,0.250000000000000,0.042877197265625
-1,4584,2,0.500000000000000,0.071000099182129
-1,4590,1,0.250000000000000,0.045053601264954
-1,4592,5,1.250000000000000,0.089511632919312
-1,4593,2,0.500000000000000,0.055437333881855
-1,4594,2,0.500000000000000,0.053545188158751
-1,4595,4,1.000000000000000,0.146511554718018
-1,4596,8,2.000000000000000,0.323565036058426
-1,4597,3,0.750000000000000,0.088411025702953
-1,4598,1,0.250000000000000,0.046877145767212
-1,4600,1,0.250000000000000,0.041000008583069
-1,4601,2,0.500000000000000,0.057877182960510
-1,4602,3,0.750000000000000,0.068470478057861
-1,4604,2,0.500000000000000,0.082673430442810
-1,4606,18,4.500000000000000,0.115000009536743
-1,4607,2,0.500000000000000,0.057999968528748
-1,4608,1,0.250000000000000,0.049756370484829
-1,4610,3,0.750000000000000,0.073877215385437
-1,4611,3,0.750000000000000,0.059769153594971
-1,4613,1,0.250000000000000,0.072458863258362
-1,4615,8,2.000000000000000,0.086769223213196
-1,4616,1,0.250000000000000,0.045000076293945
-1,4633,3,0.750000000000000,0.050583362579346
-1,4638,1,0.250000000000000,0.041211485862732
-1,4639,1,0.250000000000000,0.047000050544739
-1,4648,2,0.500000000000000,0.058986783027649
-1,4650,4,1.000000000000000,0.105999946594238
-1,4652,2,0.500000000000000,0.050999999046326
-1,4653,8,2.000000000000000,0.115999937057495
-1,4654,8,2.000000000000000,0.085999965667725
-1,4655,5,1.250000000000000,0.052107095718384
-1,4656,4,1.000000000000000,0.072403550148010
-1,4657,3,0.750000000000000,0.070999979972839
-1,4658,2,0.500000000000000,0.073403477668762
-1,4659,3,0.750000000000000,0.055999994277954
-1,4660,9,2.250000000000000,0.078999996185303
-1,4661,7,1.750000000000000,0.088999986648560
-1,4662,2,0.500000000000000,0.063403487205505
-1,4663,4,1.000000000000000,0.101999998092651
-1,4664,6,1.500000000000000,0.167999982833862
-1,4666,10,2.500000000000000,0.094814300537109
-1,4667,8,2.000000000000000,0.097000002861023
-1,4669,9,2.250000000000000,0.146000027656555
-1,4671,6,1.500000000000000,0.092999935150146
-1,4672,9,2.250000000000000,0.113000035285950
-1,4674,2,0.500000000000000,0.048000097274780
-1,4675,12,3.000000000000000,0.139999985694885
-1,4678,1,0.250000000000000,0.043111085891724
-1,4682,4,1.000000000000000,0.059648156166077
-1,4683,1,0.250000000000000,0.044000029563904
-1,4684,8,2.000000000000000,0.072754740715027
-1,4686,1,0.250000000000000,0.055000066757202
-1,4690,1,0.250000000000000,0.041000008583069
-1,4696,3,0.750000000000000,0.108343243598938
-1,4699,2,0.500000000000000,0.125403523445129
-1,4701,3,0.750000000000000,0.056000113487244
-1,4704,5,1.250000000000000,0.079181790351868
-1,4705,1,0.250000000000000,0.049000024795532
-1,4707,1,0.250000000000000,0.044403553009033
-1,4708,3,0.750000000000000,0.052999973297119
-1,4713,3,0.750000000000000,0.071181774139404
-1,4716,1,0.250000000000000,0.049999952316284
-1,4721,2,0.500000000000000,0.055000066757202
-1,4723,1,0.250000000000000,0.040720939636230
-1,4724,2,0.500000000000000,0.045086979866028
-1,4725,2,0.500000000000000,0.050999999046326
-1,4727,2,0.500000000000000,0.048000097274780
-1,4732,1,0.250000000000000,0.053436398506165
-1,4733,3,0.750000000000000,0.052436351776123
-1,4734,2,0.500000000000000,0.058436393737793
-1,4735,5,1.250000000000000,0.084161080420017
-1,4738,6,1.500000000000000,0.087384477257729
-1,4739,5,1.250000000000000,0.063436388969421
-1,4740,1,0.250000000000000,0.033852394670248
-1,4741,7,1.750000000000000,0.205436348915100
-1,4742,7,1.750000000000000,0.099472358822823
-1,4743,1,0.250000000000000,0.033352274447680
-1,4744,7,1.750000000000000,0.039296355098486
-1,4745,8,2.000000000000000,0.078662261366844
-1,4746,8,2.000000000000000,0.094436407089233
-1,4747,9,2.250000000000000,0.076908290386200
-1,4748,5,1.250000000000000,0.069655604660511
-1,4749,6,1.500000000000000,0.048703230917454
-1,4750,6,1.500000000000000,0.076436400413513
-1,4751,4,1.000000000000000,0.079833887517452
-1,4752,7,1.750000000000000,0.052732527256012
-1,4753,4,1.000000000000000,0.136436343193054
-1,4754,8,2.000000000000000,0.125259920954704
-1,4755,6,1.500000000000000,0.080534689128399
-1,4756,4,1.000000000000000,0.069022335112095
-1,4757,3,0.750000000000000,0.077564999461174
-1,4761,5,1.250000000000000,0.071958012878895
-1,4765,1,0.250000000000000,0.047999978065491
-1,4767,2,0.500000000000000,0.065342187881470
-1,4770,1,0.250000000000000,0.077000021934509
-1,4774,2,0.500000000000000,0.092725038528442
-1,4775,3,0.750000000000000,0.095275878906250
-1,4776,1,0.250000000000000,0.077725052833557
-1,4780,1,0.250000000000000,0.042403578758240
-1,4783,1,0.250000000000000,0.042416691780090
-1,4784,1,0.250000000000000,0.045403480529785
-1,4788,5,1.250000000000000,0.063245773315430
-1,4789,4,1.000000000000000,0.078600928187370
-1,4790,3,0.750000000000000,0.092557787895203
-1,4792,2,0.500000000000000,0.070436358451843
-1,4793,2,0.500000000000000,0.051436424255371
-1,4794,1,0.250000000000000,0.050083398818970
-1,4795,4,1.000000000000000,0.078914090991020
-1,4796,2,0.500000000000000,0.041872654110193
-1,4797,2,0.500000000000000,0.046083331108093
-1,4798,3,0.750000000000000,0.078914090991020
-1,4799,3,0.750000000000000,0.048483431339264
-1,4800,2,0.500000000000000,0.053083300590515
-1,4802,1,0.250000000000000,0.032424855977297
-1,4804,1,0.250000000000000,0.063436388969421
-1,4806,2,0.500000000000000,0.048083305358887
-1,4808,1,0.250000000000000,0.053538423031569
-1,4811,10,2.500000000000000,0.064666628837585
