FID,COUNT,AREA,MAX
2408,1,0.250000000000000,1.753999948501587
2426,2,0.500000000000000,1.988999962806702
2430,9,2.250000000000000,1.736999988555908
2431,2,0.500000000000000,1.702999949455261
2432,3,0.750000000000000,1.624516129493713
2452,6,1.500000000000000,1.636099934577942
2460,3,0.750000000000000,1.556959629058838
2479,1,0.250000000000000,1.708999991416931
2492,11,2.750000000000000,1.509999990463257
2505,2,0.500000000000000,1.611999988555908
2506,9,2.250000000000000,1.521999955177307
2519,5,1.250000000000000,1.565893411636353
2554,3,0.750000000000000,1.590000033378601
2577,5,1.250000000000000,1.594083309173584
2583,1,0.250000000000000,1.450463414192200
2593,8,2.000000000000000,1.667181611061096
2625,2,0.500000000000000,1.676121950149536
2647,1,0.250000000000000,1.547769188880920
2687,1,0.250000000000000,1.607464313507080
2688,2,0.500000000000000,1.524999976158142
2703,2,0.500000000000000,1.697999954223633
2722,3,0.750000000000000,1.598000049591064
2734,2,0.500000000000000,1.688678622245789
2827,1,0.250000000000000,1.743000030517578
2834,5,1.250000000000000,1.771000027656555
2853,1,0.250000000000000,1.720999956130981
2855,4,1.000000000000000,1.605999946594238
2856,2,0.500000000000000,1.605999946594238
2860,2,0.500000000000000,1.761000037193298
2880,4,1.000000000000000,1.594083309173584
2881,4,1.000000000000000,1.545431375503540
2882,2,0.500000000000000,1.723999977111816
2899,1,0.250000000000000,1.650839567184448
2906,2,0.500000000000000,1.681446313858032
2907,1,0.250000000000000,1.605999946594238
2908,2,0.500000000000000,1.605999946594238
2921,4,1.000000000000000,1.519833326339722
2923,1,0.250000000000000,1.590000033378601
2924,1,0.250000000000000,1.590000033378601
2928,6,1.500000000000000,1.723999977111816
2929,1,0.250000000000000,1.723999977111816
2952,1,0.250000000000000,1.863999962806702
2953,1,0.250000000000000,1.855000019073486
2985,2,0.500000000000000,1.519833326339722
2999,1,0.250000000000000,1.896999955177307
3017,4,1.000000000000000,1.567798256874084
3038,1,0.250000000000000,1.689000010490417
3039,1,0.250000000000000,1.689000010490417
3050,1,0.250000000000000,1.547769188880920
3065,14,3.500000000000000,1.567158460617065
3080,9,2.250000000000000,1.568275332450867
3087,1,0.250000000000000,1.920032262802124
3094,1,0.250000000000000,1.689979553222656
3099,1,0.250000000000000,1.932999968528748
3109,5,1.250000000000000,1.488824605941772
3110,5,1.250000000000000,1.452437996864319
3127,3,0.750000000000000,1.554362416267395
3128,15,3.750000000000000,1.565866351127625
3132,3,0.750000000000000,1.582638502120972
3177,5,1.250000000000000,1.590000033378601
3209,2,0.500000000000000,1.651775002479553
3221,1,0.250000000000000,1.697000026702881
3233,3,0.750000000000000,1.605999946594238
3234,4,1.000000000000000,1.605999946594238
3235,3,0.750000000000000,1.547769188880920
3236,2,0.500000000000000,1.547769188880920
3250,1,0.250000000000000,1.812999963760376
3251,4,1.000000000000000,1.594083309173584
3252,9,2.250000000000000,1.675999999046326
3289,2,0.500000000000000,1.687000036239624
3292,2,0.500000000000000,1.848999977111816
3309,1,0.250000000000000,1.710000038146973
3320,3,0.750000000000000,1.519833326339722
3321,1,0.250000000000000,1.519833326339722
3325,1,0.250000000000000,1.506000041961670
3331,2,0.500000000000000,1.590999960899353
3332,2,0.500000000000000,1.590000033378601
3373,1,0.250000000000000,1.957999944686890
3374,1,0.250000000000000,1.957999944686890
3379,1,0.250000000000000,1.755979180335999
3409,2,0.500000000000000,1.723999977111816
3417,3,0.750000000000000,1.563924431800842
3442,3,0.750000000000000,1.583999991416931
3476,1,0.250000000000000,1.596924543380737
3479,2,0.500000000000000,1.866999983787537
3481,4,1.000000000000000,1.598000049591064
3511,2,0.500000000000000,1.634999990463257
3518,2,0.500000000000000,1.891000032424927
3526,3,0.750000000000000,1.629999995231628
3527,1,0.250000000000000,1.629999995231628
3540,3,0.750000000000000,1.702631592750549
3577,8,2.000000000000000,1.496350049972534
3578,4,1.000000000000000,1.464842557907104
3588,7,1.750000000000000,1.618999958038330
3592,2,0.500000000000000,1.698130488395691
3594,1,0.250000000000000,1.649999976158142
3611,4,1.000000000000000,1.804999947547913
3612,2,0.500000000000000,1.568308591842651
3636,1,0.250000000000000,1.667000055313110
3637,1,0.250000000000000,1.845000028610229
3652,2,0.500000000000000,1.569601655006409
3705,1,0.250000000000000,1.820000052452087
3711,5,1.250000000000000,1.605999946594238
3720,4,1.000000000000000,1.589127302169800
3723,1,0.250000000000000,1.636000037193298
3725,2,0.500000000000000,1.671000003814697
3730,7,1.750000000000000,1.594083309173584
3731,17,4.250000000000000,1.538550257682800
3734,2,0.500000000000000,1.664000034332275
3736,4,1.000000000000000,1.555055618286133
3744,1,0.250000000000000,1.632739663124084
3745,4,1.000000000000000,1.636872410774231
3757,7,1.750000000000000,1.710000038146973
3792,3,0.750000000000000,1.590000033378601
3801,7,1.750000000000000,1.562040090560913
3825,3,0.750000000000000,2.071000099182129
3831,1,0.250000000000000,1.547769188880920
3832,8,2.000000000000000,1.567999958992004
3836,1,0.250000000000000,2.104000091552734
3848,2,0.500000000000000,1.634999990463257
3850,1,0.250000000000000,2.055999994277954
3856,3,0.750000000000000,1.690999984741211
3862,2,0.500000000000000,1.723999977111816
3871,7,1.750000000000000,1.425251483917236
3872,6,1.500000000000000,1.441687464714050
3874,3,0.750000000000000,1.636999964714050
3891,1,0.250000000000000,1.517012953758240
3892,5,1.250000000000000,1.533795237541199
3904,11,2.750000000000000,1.497702360153198
3941,4,1.000000000000000,1.547769188880920
3942,10,2.500000000000000,1.469729185104370
3963,8,2.000000000000000,1.547769188880920
3964,5,1.250000000000000,1.611698389053345
3965,2,0.500000000000000,1.521999955177307
3967,1,0.250000000000000,1.598000049591064
3984,4,1.000000000000000,1.547769188880920
3985,2,0.500000000000000,1.547769188880920
3993,3,0.750000000000000,1.590000033378601
3994,1,0.250000000000000,1.577779531478882
3998,1,0.250000000000000,1.687833309173584
4003,6,1.500000000000000,1.629999995231628
4004,1,0.250000000000000,1.648019075393677
4019,2,0.500000000000000,1.718666672706604
4025,1,0.250000000000000,1.631181836128235
4058,1,0.250000000000000,1.636000037193298
4101,1,0.250000000000000,1.547769188880920
4102,2,0.500000000000000,1.547769188880920
4106,1,0.250000000000000,1.590000033378601
4113,2,0.500000000000000,1.635026693344116
4121,1,0.250000000000000,1.810999989509583
4122,1,0.250000000000000,1.810999989509583
4135,5,1.250000000000000,1.649999976158142
4139,2,0.500000000000000,1.973999977111816
4141,3,0.750000000000000,1.579447150230408
4147,2,0.500000000000000,1.675999999046326
4161,2,0.500000000000000,1.521999955177307
4175,1,0.250000000000000,1.649999976158142
4180,9,2.250000000000000,1.461534738540649
4185,2,0.500000000000000,1.575142025947571
4187,6,1.500000000000000,1.437650680541992
4188,7,1.750000000000000,1.483862757682800
4192,6,1.500000000000000,1.492132544517517
4193,5,1.250000000000000,1.470997333526611
4223,2,0.500000000000000,1.514493584632874
4226,3,0.750000000000000,1.539000034332275
4229,2,0.500000000000000,1.514947414398193
4233,7,1.750000000000000,1.520847082138062
4236,1,0.250000000000000,1.593999981880188
4237,1,0.250000000000000,1.572000026702881
4238,9,2.250000000000000,1.519939422607422
4242,4,1.000000000000000,1.517216563224792
4245,2,0.500000000000000,1.539000034332275
4248,2,0.500000000000000,1.539000034332275
4259,1,0.250000000000000,1.539000034332275
4263,2,0.500000000000000,1.520393252372742
4272,2,0.500000000000000,1.539000034332275
4274,2,0.500000000000000,1.539000034332275
4276,1,0.250000000000000,1.539000034332275
4288,3,0.750000000000000,1.552000045776367
4291,1,0.250000000000000,1.562999963760376
4292,6,1.500000000000000,1.557999968528748
4294,1,0.250000000000000,1.552000045776367
4296,1,0.250000000000000,1.533682346343994
4299,2,0.500000000000000,1.552000045776367
4300,1,0.250000000000000,1.646999955177307
4301,6,1.500000000000000,1.536588549613953
4302,2,0.500000000000000,1.560999989509583
4303,1,0.250000000000000,1.542953491210938
4304,1,0.250000000000000,1.559000015258789
4306,1,0.250000000000000,1.557000041007996
4307,2,0.500000000000000,1.541000008583069
4311,11,2.750000000000000,1.577169537544250
4312,10,2.500000000000000,1.577169537544250
4313,9,2.250000000000000,1.577169537544250
4314,6,1.500000000000000,1.577169537544250
4315,5,1.250000000000000,1.577169537544250
4316,6,1.500000000000000,1.577169537544250
4317,4,1.000000000000000,1.577169537544250
4318,5,1.250000000000000,1.577169537544250
4319,2,0.500000000000000,1.577169537544250
4320,5,1.250000000000000,1.577169537544250
4321,4,1.000000000000000,1.577169537544250
4323,6,1.500000000000000,1.577169537544250
4325,1,0.250000000000000,1.577169537544250
4326,6,1.500000000000000,1.577169537544250
4327,5,1.250000000000000,1.577169537544250
4338,1,0.250000000000000,1.577169537544250
4342,3,0.750000000000000,1.557999968528748
4346,1,0.250000000000000,1.610999941825867
4353,2,0.500000000000000,1.590000033378601
4355,1,0.250000000000000,1.628999948501587
4357,1,0.250000000000000,1.567000031471252
4362,1,0.250000000000000,1.519833326339722
4364,1,0.250000000000000,1.715999960899353
4366,4,1.000000000000000,1.519833326339722
4367,1,0.250000000000000,1.519833326339722
4368,3,0.750000000000000,1.519833326339722
4369,3,0.750000000000000,1.519833326339722
4370,7,1.750000000000000,1.519833326339722
4371,4,1.000000000000000,1.519833326339722
4372,3,0.750000000000000,1.519833326339722
4374,2,0.500000000000000,1.577168464660645
4375,6,1.500000000000000,1.575029850006104
4376,4,1.000000000000000,1.576557397842407
4377,5,1.250000000000000,1.573502302169800
4378,5,1.250000000000000,1.590000033378601
4379,4,1.000000000000000,1.590000033378601
4384,1,0.250000000000000,1.590000033378601
4398,1,0.250000000000000,1.582000017166138
4399,8,2.000000000000000,1.555999994277954
4400,5,1.250000000000000,1.555999994277954
4401,8,2.000000000000000,1.516584157943726
4402,8,2.000000000000000,1.534776091575623
4403,3,0.750000000000000,1.535281419754028
4404,4,1.000000000000000,1.555999994277954
4405,2,0.500000000000000,1.530228018760681
4406,2,0.500000000000000,1.555999994277954
4407,4,1.000000000000000,1.555999994277954
4408,2,0.500000000000000,1.555999994277954
4409,6,1.500000000000000,1.555999994277954
4410,1,0.250000000000000,1.555999994277954
4412,5,1.250000000000000,1.515573382377625
4418,1,0.250000000000000,1.555999994277954
4422,1,0.250000000000000,1.555999994277954
4425,2,0.500000000000000,1.570999979972839
4426,1,0.250000000000000,1.580999970436096
4427,3,0.750000000000000,1.552000045776367
4429,6,1.500000000000000,1.529722690582275
4430,4,1.000000000000000,1.531238675117493
4431,4,1.000000000000000,1.529722690582275
4434,4,1.000000000000000,1.524489045143127
4477,7,1.750000000000000,1.577169537544250
4483,1,0.250000000000000,1.519761204719543
4487,2,0.500000000000000,1.700999975204468
4495,2,0.500000000000000,1.567000031471252
4496,3,0.750000000000000,1.605999946594238
4500,1,0.250000000000000,1.513022780418396
4501,2,0.500000000000000,1.758229136466980
4505,1,0.250000000000000,1.682000041007996
4515,1,0.250000000000000,1.169999957084656
4520,9,2.250000000000000,1.689000010490417
4525,1,0.250000000000000,1.628999948501587
4528,3,0.750000000000000,1.571230769157410
4529,1,0.250000000000000,1.571230769157410
4535,8,2.000000000000000,1.540015935897827
4538,10,2.500000000000000,1.531187772750854
4539,2,0.500000000000000,1.590000033378601
4541,7,1.750000000000000,1.544999957084656
4547,2,0.500000000000000,1.570769190788269
4549,5,1.250000000000000,1.570769190788269
4553,4,1.000000000000000,1.581180214881897
4554,2,0.500000000000000,1.579633474349976
4555,1,0.250000000000000,1.590000033378601
4556,1,0.250000000000000,1.565274834632874
4557,3,0.750000000000000,1.559711694717407
4560,6,1.500000000000000,1.565274834632874
4561,1,0.250000000000000,1.634898543357849
4565,3,0.750000000000000,1.565085053443909
4567,1,0.250000000000000,1.633999943733215
4568,1,0.250000000000000,1.563454508781433
4569,1,0.250000000000000,1.563454508781433
4570,1,0.250000000000000,1.563454508781433
4571,3,0.750000000000000,1.579564690589905
4572,2,0.500000000000000,1.579564690589905
4574,3,0.750000000000000,1.552278637886047
4576,3,0.750000000000000,1.505036354064941
4578,2,0.500000000000000,1.546259164810181
4579,3,0.750000000000000,1.590000033378601
4583,1,0.250000000000000,1.582877159118652
4584,2,0.500000000000000,1.621000051498413
4590,1,0.250000000000000,1.569000005722046
4592,5,1.250000000000000,1.565511584281921
4593,2,0.500000000000000,1.542331695556641
4594,2,0.500000000000000,1.545529365539551
4595,4,1.000000000000000,1.545204162597656
4596,8,2.000000000000000,1.550446391105652
4597,3,0.750000000000000,1.550034284591675
4598,1,0.250000000000000,1.582877159118652
4600,1,0.250000000000000,1.699000000953674
4601,2,0.500000000000000,1.582877159118652
4602,3,0.750000000000000,1.544999957084656
4604,2,0.500000000000000,1.565688490867615
4606,18,4.500000000000000,1.544999957084656
4607,2,0.500000000000000,1.695000052452087
4608,1,0.250000000000000,1.537281036376953
4610,3,0.750000000000000,1.582877159118652
4611,3,0.750000000000000,1.533079624176025
4613,1,0.250000000000000,1.712000012397766
4615,8,2.000000000000000,1.533079624176025
4616,1,0.250000000000000,1.710000038146973
4633,3,0.750000000000000,1.646083354949951
4638,1,0.250000000000000,1.562999963760376
4639,1,0.250000000000000,1.700000047683716
4648,2,0.500000000000000,1.648129105567932
4650,4,1.000000000000000,1.651675343513489
4652,2,0.500000000000000,1.583276867866516
4653,8,2.000000000000000,1.580249071121216
4654,8,2.000000000000000,1.574979066848755
4655,5,1.250000000000000,1.584575414657593
4656,4,1.000000000000000,1.625403523445129
4657,3,0.750000000000000,1.580085396766663
4658,2,0.500000000000000,1.625403523445129
4659,3,0.750000000000000,1.611999988555908
4660,9,2.250000000000000,1.579447150230408
4661,7,1.750000000000000,1.611999988555908
4662,2,0.500000000000000,1.625403523445129
4663,4,1.000000000000000,1.611999988555908
4664,6,1.500000000000000,1.567319631576538
4666,10,2.500000000000000,1.582000255584717
4667,8,2.000000000000000,1.611999988555908
4669,9,2.250000000000000,1.539999961853027
4671,6,1.500000000000000,1.584180355072021
4672,9,2.250000000000000,1.572425842285156
4674,2,0.500000000000000,1.650013923645020
4675,12,3.000000000000000,1.582638502120972
4678,1,0.250000000000000,1.539999961853027
4682,4,1.000000000000000,1.539999961853027
4683,1,0.250000000000000,1.621000051498413
4684,8,2.000000000000000,1.499064207077026
4686,1,0.250000000000000,1.621000051498413
4690,1,0.250000000000000,1.613000035285950
4696,3,0.750000000000000,1.613548040390015
4699,2,0.500000000000000,1.625403523445129
4701,3,0.750000000000000,1.639000058174133
4704,5,1.250000000000000,1.609690666198730
4705,1,0.250000000000000,1.639000058174133
4707,1,0.250000000000000,1.625403523445129
4708,3,0.750000000000000,1.628999948501587
4713,3,0.750000000000000,1.632181763648987
4716,1,0.250000000000000,1.643000006675720
4721,2,0.500000000000000,1.621000051498413
4723,1,0.250000000000000,1.546000003814697
4724,2,0.500000000000000,1.546000003814697
4725,2,0.500000000000000,1.621000051498413
4727,2,0.500000000000000,1.621000051498413
4732,1,0.250000000000000,1.665436387062073
4733,3,0.750000000000000,1.665436387062073
4734,2,0.500000000000000,1.651208996772766
4735,5,1.250000000000000,1.596338868141174
4738,6,1.500000000000000,1.622110128402710
4739,5,1.250000000000000,1.653047323226929
4740,1,0.250000000000000,1.631855249404907
4741,7,1.750000000000000,1.665436387062073
4742,7,1.750000000000000,1.641255855560303
4743,1,0.250000000000000,1.632351279258728
4744,7,1.750000000000000,1.631388306617737
4745,8,2.000000000000000,1.609098553657532
4746,8,2.000000000000000,1.665436387062073
4747,9,2.250000000000000,1.611575961112976
4748,5,1.250000000000000,1.621120333671570
4749,6,1.500000000000000,1.629114389419556
4750,6,1.500000000000000,1.628314971923828
4751,4,1.000000000000000,1.593487501144409
4752,7,1.750000000000000,1.628314971923828
4753,4,1.000000000000000,1.665436387062073
4754,8,2.000000000000000,1.619644522666931
4755,6,1.500000000000000,1.627355694770813
4756,4,1.000000000000000,1.624317884445190
4757,3,0.750000000000000,1.609999299049377
4761,5,1.250000000000000,1.631512641906738
4765,1,0.250000000000000,1.555999994277954
4767,2,0.500000000000000,1.679342150688171
4770,1,0.250000000000000,1.769000053405762
4774,2,0.500000000000000,1.646725058555603
4775,3,0.750000000000000,1.689000010490417
4776,1,0.250000000000000,1.646725058555603
4780,1,0.250000000000000,1.625403523445129
4783,1,0.250000000000000,1.667416691780090
4784,1,0.250000000000000,1.625403523445129
4788,5,1.250000000000000,1.848144650459290
4789,4,1.000000000000000,1.852684140205383
4790,3,0.750000000000000,1.621115446090698
4792,2,0.500000000000000,1.665436387062073
4793,2,0.500000000000000,1.665436387062073
4794,1,0.250000000000000,1.646083354949951
4795,4,1.000000000000000,1.731933832168579
4796,2,0.500000000000000,1.632311940193176
4797,2,0.500000000000000,1.646083354949951
4798,3,0.750000000000000,1.767513990402222
4799,3,0.750000000000000,1.629342794418335
4800,2,0.500000000000000,1.646083354949951
4802,1,0.250000000000000,1.633271336555481
4804,1,0.250000000000000,1.665436387062073
4806,2,0.500000000000000,1.646083354949951
4808,1,0.250000000000000,1.612326860427856
4811,10,2.500000000000000,1.702000021934509
4821,2,0.500000000000000,1.865000009536743
4823,2,0.500000000000000,1.585541725158691
4824,13,3.250000000000000,1.588509082794189
4841,2,0.500000000000000,1.649999976158142
